2

2

15

21,12,24,17,19,18,20,25,12,20,16,17,21,27,18

12,8,11,9,12,10,13,10,7,13,10,8,14,12,11

24,16,22,18,24,20,26,20,14,26,20,16,28,24,22

80

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,21,16,0,0,0,0,0,0
0,0,0,0,0,0,0,18,17,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10,21,0,0,0,0
0,0,0,0,0,0,0,0,0,9,19,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,21,0,9
0,0,0,0,0,0,0,0,0,0,0,8,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,21,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
