2

2

15

19,12,26,19,17,18,24,21,23,15,26,25,19,15,16

12,8,17,12,11,12,16,14,15,10,17,16,12,10,10

24,16,34,24,22,24,32,28,30,20,34,32,24,20,20

192

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,19,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,17,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,16,0,0,0,0,0,0
0,0,0,0,0,0,0,14,21,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,8,0,0,0,0
0,0,0,0,0,0,0,0,0,13,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,17,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
0,0,0,0,0,0,0,0,0,0,0,9,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
