15

19,12,26,19,17,18,24,21,23,15,26,25,19,15,16

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,19,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,17,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,16,0,0,0,0,0,0
0,0,0,0,0,0,0,14,21,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,8,0,0,0,0
0,0,0,0,0,0,0,0,0,13,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,17,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
0,0,0,0,0,0,0,0,0,0,0,9,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
