2

2

70

15,21,20,12,23,17,16,14,29,18,25,18,16,16,14,16,24,20,23,18,17,24,22,13,13,16,16,19,17,15,14,20,12,24,21,17,19,17,18,16,16,23,22,16,15,17,29,21,19,23,20,23,13,15,25,22,21,19,14,16,16,18,20,15,23,22,15,18,17,17

10,14,13,8,15,11,10,9,19,12,16,12,10,10,9,10,16,13,15,12,11,16,14,8,8,10,10,12,11,10,9,13,8,16,14,11,12,11,12,10,10,15,14,10,10,11,19,14,12,15,13,15,8,10,16,14,14,12,9,10,10,12,13,10,15,14,10,12,11,11

20,28,26,16,30,22,20,18,38,24,32,24,20,20,18,20,32,26,30,24,22,32,28,16,16,20,20,24,22,20,18,26,16,32,28,22,24,22,24,20,20,30,28,20,20,22,38,28,24,30,26,30,16,20,32,28,28,24,18,20,20,24,26,20,30,28,20,24,22,22

839

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
